,dataset_name,Bacteroides,Eubacterium,Prevotella,Faecalibacterium,Subdoligranulum,Alistipes,Ruminococcus,Parabacteroides,Roseburia,Blautia,Escherichia,Bifidobacterium,Coprococcus,Butyrivibrio,Dialister,Clostridium,Barnesiella,Lachnospiraceae_noname,Akkermansia,Dorea,Streptococcus,Megamonas,Phascolarctobacterium,Veillonella,Odoribacter,Paraprevotella,Erysipelotrichaceae_noname,Collinsella,Lactobacillus,Oscillibacter
13,Candela_Africa.20,0.0,5.8775699999999995,22.372889999999998,15.94827,1.53093,0.0,4.1682,0.04506,0.31529,1.4429,0.0,0.0,5.389959999999999,31.756990000000002,0.0,0.0,0.0,0.0,0.0,0.58115,0.07457000000000001,0.0,7.388610000000001,0.0,0.0,0.0,0.32126,0.11294000000000001,0.0,0.00545
14,Candela_Africa.21,0.0,1.45618,14.226170000000002,8.50891,8.944189999999999,0.0,2.71812,0.98095,0.7177,1.6894900000000002,0.0,0.0,1.59572,14.03069,0.0,0.0,0.0,0.08148999999999999,0.0,2.52638,0.21218,0.0,39.57387,0.0113,0.0,0.0,1.14808,0.7720600000000001,0.0,0.00511
15,Candela_Africa.22,0.0,20.48244,20.67122,4.531219999999999,9.27899,0.0,5.57137,0.76015,2.13612,0.9814299999999999,0.6726,0.0,1.1852,0.0,0.0,0.0,0.0,0.0,0.0,2.06013,1.8481900000000002,0.0,10.86024,0.06557,0.0,0.0,0.17785,0.0,0.0,0.0
16,Candela_Africa.23,0.04113,24.46446,50.7958,3.89799,0.86845,0.0,0.0077,0.0148,1.18195,0.7429399999999999,0.27145,0.0,0.7108300000000001,0.14755,0.0,0.12152,0.0,0.10875,0.0,0.6893699999999999,1.85775,0.0,5.17122,0.006959999999999999,0.0,0.0,5.18371,0.19009,0.12485,0.0
17,Candela_Africa.24,0.0,0.34379,74.90538000000001,2.14855,0.17057999999999998,0.0,0.06324,0.0,0.25649,0.37471,4.69364,0.0,0.06226,0.0,0.0,0.0,0.0,0.0,0.0,0.56995,0.05247,0.0,0.9894200000000001,0.83641,0.0,0.0,0.03525,0.03998,0.79513,0.0
18,Candela_Africa.25,0.0,1.66562,64.94144,2.75445,3.08626,0.0,11.457989999999999,1.75806,2.21179,0.14636,0.42235,0.0,0.80816,0.0,0.0,0.0,0.0,0.0,0.0,2.57586,0.5797800000000001,0.0,1.7182,0.0,0.0,0.0,0.53862,0.0,0.0,0.0
19,Candela_Africa.26,0.4922,41.662279999999996,18.860120000000002,6.9685,3.49721,0.0019100000000000002,2.54734,0.41126,5.30071,0.74046,1.7698200000000002,0.0,0.20107,0.0,0.0379,0.0049700000000000005,0.0,0.03092,0.0,1.2898399999999999,0.10718,0.0,0.28454,0.0,0.0358,0.0,0.59701,0.05766,0.03095,0.0037799999999999995
20,Candela_Africa.27,0.2272,36.18807,1.6892599999999998,9.225710000000001,1.58958,0.317,10.07087,0.0,1.38294,5.34237,0.0,3.30775,22.737460000000002,0.0,0.0,0.0,0.0,2.28405,0.0,1.12893,0.0,0.0,1.27254,0.0,0.0,0.01672,0.54382,2.31688,0.0,0.0
21,Candela_Africa.28,13.724789999999999,21.825020000000002,0.17503,6.69548,1.94418,0.82981,0.0,1.23963,5.79805,3.16193,0.05144,4.5088,22.18045,0.0,0.5008199999999999,0.0,0.60431,0.40687,0.0,5.11638,0.68404,0.0,0.0,0.0,0.0,0.22084,4.99978,1.45174,0.0,0.02515
22,Candela_Africa.29,13.444560000000001,14.333470000000002,0.0,19.94823,2.00293,2.5697,12.88095,0.17065,5.78341,1.8464099999999999,0.24088,12.48574,2.06501,0.0,4.25256,0.0,0.0,0.9878399999999999,0.0,1.01106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4347,0.0,0.0
23,Candela_Africa.3,0.0,2.80943,28.66139,19.15665,4.07748,0.0,6.37662,0.14399,0.38569000000000003,1.59346,0.02486,0.0,0.5077699999999999,0.0,0.0,0.0,0.0,0.32133,0.0,0.5445399999999999,0.0,0.0,14.55914,0.13852,0.0,0.0,4.01685,1.55269,0.0,0.03959
24,Candela_Africa.30,34.21775,4.03175,0.0,20.60507,5.3430599999999995,0.83116,1.9138400000000002,0.5041100000000001,4.78276,1.35039,0.03203,9.72742,7.24702,0.0,0.0,1.33639,0.23606999999999997,0.155,0.0,1.61763,2.71893,0.0,0.0,0.046669999999999996,0.0,1.7854599999999998,0.0,1.36773,0.0,0.009290000000000001
25,Candela_Africa.31,1.80997,4.689769999999999,0.026760000000000003,3.7385300000000004,8.55969,2.0470599999999997,15.17813,0.42675,1.23314,4.40123,0.28620999999999996,31.339270000000003,1.44413,0.0,0.0,2.40395,0.0736,7.46705,3.70545,0.97006,0.12047000000000001,0.0,0.95873,0.0,0.0,0.19095,0.02926,1.9892900000000002,0.00625,0.7283
26,Candela_Africa.32,17.43704,23.31411,0.01004,7.94685,21.96704,1.39192,8.69995,1.7953299999999999,0.96126,0.8789600000000001,0.5149100000000001,3.5865400000000003,1.13901,0.0,4.908919999999999,0.03065,0.1828,1.54274,0.0,0.9989100000000001,0.42089,0.0,0.0,0.00323,0.9954200000000001,0.0,0.0,0.0,0.0,0.29348
27,Candela_Africa.33,22.49774,32.091429999999995,0.0,9.36153,8.93859,4.34111,3.42276,1.8163200000000002,0.52181,2.27543,0.06835,0.0,5.31818,0.0,0.0,0.0,1.27293,0.0,1.65651,1.1375600000000001,0.33683,0.0,1.14038,0.0,0.0,2.03657,1.12905,0.13735,0.0,0.03748
28,Candela_Africa.34,46.1072,3.5135699999999996,9.69201,1.47211,0.67304,2.4515,2.76187,1.88385,3.02996,2.6966799999999997,0.06738,1.0731,0.37035,0.0,0.0,0.06012000000000001,1.3148799999999998,0.12261,2.5105299999999997,3.40317,0.26639,0.0,2.76872,0.0,0.44156999999999996,0.57025,0.00143,0.18550999999999998,0.0,0.13391
29,Candela_Africa.35,19.452,3.1576400000000002,0.0,17.86424,10.554969999999999,5.035880000000001,3.26632,0.18265,5.87014,5.2731900000000005,0.39623,0.9069299999999999,2.11709,0.0,0.0,0.34115,2.18852,0.07499,16.03614,1.8274700000000001,0.30798000000000003,0.0,0.0,0.02885,0.56498,0.0,0.017759999999999998,0.65478,0.0,0.58498
30,Candela_Africa.36,2.89607,13.08148,0.0,22.95726,29.237209999999997,1.17266,1.03023,0.07764,2.92728,2.40956,0.0,9.95641,0.55161,0.0,6.47414,0.0,0.0,1.3660700000000001,0.0441,1.32725,2.01514,0.0,0.0,0.04552,0.0,0.0,0.0,0.44098999999999994,0.0,0.12972999999999998
31,Candela_Africa.37,0.54847,4.79431,0.0,7.313089999999999,17.60264,0.10772999999999999,11.34239,0.09787,7.426239999999999,11.03257,0.56212,9.49905,23.67053,0.0,0.0,0.0,0.0,0.94401,0.0,1.61963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06563,0.0,0.0268
32,Candela_Africa.4,0.0,2.16679,23.31681,30.60823,4.06612,0.0148,5.48605,0.08276,0.2305,0.9073,0.09242,0.0,0.51095,0.00394,0.0,0.00394,0.0,0.29301,0.0,0.48473,0.0,0.0,16.991979999999998,0.13856,0.0,0.0,1.96345,4.1213,0.0,0.06677000000000001
33,Candela_Africa.5,0.0,12.64918,19.41639,12.116760000000001,1.56673,0.0,16.2806,0.73088,3.58386,2.6745,0.42326,0.0,0.74527,0.58454,0.0,0.0,0.0,1.52591,0.0,1.57065,0.0,0.0,17.517970000000002,0.0,0.0,0.0,2.29091,0.14297,0.0,0.0
34,Candela_Africa.6,0.64072,3.54845,39.19104,17.753410000000002,3.4992099999999997,0.0,3.03004,0.08002999999999999,0.11905,2.73926,3.49703,0.0,0.48065,0.82445,0.0,0.0,0.0,0.01038,0.00296,0.47863,0.14623,0.0,7.32234,0.01936,0.0,0.0,10.12965,0.23228000000000001,1.17394,0.00695
35,Candela_Africa.7,0.0,6.24373,42.174859999999995,15.64887,3.10639,0.0,2.45724,0.14955,3.40916,2.27046,0.14386,0.0,1.34378,1.67303,0.0,0.0,0.0,0.12503,0.0,3.0383299999999998,0.17969000000000002,0.0,9.51118,0.41976,0.0,0.0,2.59213,0.45792,0.0,0.03458
36,Candela_Africa.8,0.0,1.44329,75.28825,3.28977,0.64263,0.0,2.8898099999999998,0.11849000000000001,0.26197,2.5752200000000003,0.32385,0.0,0.47711000000000003,0.0,0.0,0.00231,0.0,0.30851999999999996,0.0,1.7737599999999998,0.16834000000000002,0.0,5.29143,0.12426,0.0,0.0,3.23323,0.23614000000000002,0.0,0.004070000000000001
37,Candela_Africa.9,0.0,31.52552,50.979659999999996,5.76481,0.51564,0.0,0.03022,0.02141,2.0333099999999997,0.76453,5.05397,0.0,0.07804,0.0,0.0,0.0,0.0,0.02905,0.0,0.2423,0.09838999999999999,0.0,1.23308,0.02291,0.0,0.0,0.13717000000000001,0.07157000000000001,0.01825,0.0
38,Chatelier_gut_obesity,10.9113,39.035059999999994,0.0,2.49956,10.32858,16.05612,0.8042199999999999,0.90012,1.3644,1.7184599999999999,0.47835,0.86405,0.9364,0.02816,0.0,0.43991,0.41565,1.71098,5.0433,0.37794,0.13097999999999999,0.0,0.0,0.0,0.8882399999999999,0.53533,0.0036,0.10379000000000001,0.056760000000000005,1.28462
39,Chatelier_gut_obesity.1,19.733629999999998,5.2355599999999995,0.009059999999999999,10.20875,16.72932,4.1378900000000005,6.02281,2.49974,2.1827400000000003,1.13858,0.13235999999999998,0.54305,3.5251099999999997,0.01587,4.54824,0.08753,0.0,1.15599,0.0,0.89055,7.257610000000001,0.0,0.0,0.60882,1.19345,0.0,0.01615,0.37639,2.12719,1.38998
40,Chatelier_gut_obesity.10,45.23429,7.688789999999999,0.0,3.52996,8.042539999999999,11.42212,4.0509699999999995,6.56549,0.6712600000000001,1.24569,0.0,0.0,2.22896,0.029110000000000004,0.5088,0.01018,4.7097,2.05083,0.021840000000000002,1.0331,0.013430000000000001,0.0,0.0,0.02702,0.03845,0.0,0.00085,0.10217000000000001,0.0,0.15574000000000002
41,Chatelier_gut_obesity.100,13.1886,6.00515,4.346369999999999,11.17185,12.197980000000001,1.24705,3.54169,1.1432,1.3286,1.52275,0.29733000000000004,0.5907,1.8115599999999998,0.03425,0.0,1.25882,1.6596099999999998,2.8063,11.99325,1.6581599999999999,0.32427,0.0,10.75285,0.2036,1.8447799999999999,0.0,1.80309,0.22580999999999998,0.0,0.20622
42,Chatelier_gut_obesity.101,3.10649,3.05812,1.53302,11.52421,16.347260000000002,6.57436,7.0079199999999995,1.55698,2.9513599999999998,1.26915,0.0,2.8304099999999996,3.02985,0.0476,25.58243,0.08788,0.93595,0.1295,0.0,3.3742300000000003,0.01493,0.0,0.0,0.00243,0.36116,0.0,0.07355,0.7148399999999999,0.0,0.10225
43,Chatelier_gut_obesity.102,21.66734,3.15588,49.35572,4.59812,1.31603,3.50369,0.44492,2.66591,1.1083100000000001,0.36268,0.0,0.41911000000000004,1.95176,0.00525,0.0,0.03787,1.3719999999999999,0.11665999999999999,1.4355799999999999,0.21275,0.0,0.0,0.0,0.00701,0.79061,0.52372,0.0,0.27791,0.0,0.3647
44,Chatelier_gut_obesity.103,16.04052,1.76505,37.58893,1.9731900000000002,16.35254,4.4801,1.7739099999999999,1.8698599999999999,0.8395,0.5311600000000001,0.05712999999999999,0.13115,0.28095,0.0,0.00043,0.02203,4.97887,0.34173000000000003,0.0882,0.90894,0.10919000000000001,0.0,0.0,0.013269999999999999,0.9546899999999999,2.0034799999999997,0.24718,0.27908,0.0,0.17446
45,Chatelier_gut_obesity.104,30.577920000000002,9.146289999999999,0.007109999999999999,3.9329099999999997,1.7542099999999998,6.1001,0.518,3.0526400000000002,4.74501,1.3114299999999999,32.76032,0.06666,0.42916000000000004,0.00498,0.0,1.64152,0.0,0.30671,0.0,0.10365999999999999,0.0099,0.0,0.0,0.0034200000000000003,0.50151,0.0,0.10883,0.008579999999999999,0.0,0.40895
46,Chatelier_gut_obesity.105,30.19247,16.88237,0.0,17.13411,6.0338199999999995,3.8965,2.62642,0.0036200000000000004,6.41125,0.7268399999999999,0.00398,1.71534,2.4045400000000003,0.0,0.0,0.06089,0.0,0.49925,0.04532,0.08511,0.28006,0.0,2.54778,0.5670000000000001,0.26746,0.0,0.15802,0.29151,0.01994,0.44423
47,Chatelier_gut_obesity.106,28.529709999999998,11.644739999999999,0.0,4.86223,7.48682,7.861280000000001,5.784730000000001,9.009260000000001,9.243219999999999,1.0061,0.012190000000000001,1.0233,2.65043,0.01957,0.0,0.26453000000000004,2.9517700000000002,0.47907,0.0,0.40699,0.02474,0.0,0.0,0.003,0.30495,0.0,0.51752,0.13682,0.0,0.33196
48,Chatelier_gut_obesity.107,7.43991,10.54759,1.51073,3.91592,22.42285,7.06848,1.81056,2.31664,4.8246199999999995,0.47908,1.98055,0.28143,0.31965,8.73782,0.01292,3.0152099999999997,3.2904699999999996,0.43933,12.66201,0.8693299999999999,0.0157,0.0,0.0,0.0,0.7397699999999999,0.78579,0.50717,0.39679000000000003,0.0,0.42135
49,Chatelier_gut_obesity.108,44.57424,2.43381,0.0,4.84359,6.50577,5.544630000000001,6.48707,4.39778,2.02733,0.36873,0.0,0.50807,1.20818,10.220239999999999,0.0,0.24799000000000002,4.04974,0.22945,0.9841799999999999,0.15068,0.11894,0.0,0.0,0.32681,1.0538299999999998,0.0,0.00268,0.28071999999999997,0.0,0.07521
50,Chatelier_gut_obesity.109,4.47971,6.05872,2.0489900000000003,6.19451,39.52844,1.1556600000000001,4.74224,0.53427,0.53567,1.1501700000000001,0.0336,0.72428,0.7660100000000001,4.54897,0.0,6.26011,0.42183000000000004,0.28271,13.985729999999998,0.59073,0.017130000000000003,0.0,0.0,0.03815,0.27114,0.40587,2.01324,0.20873000000000003,0.00263,0.18866
51,Chatelier_gut_obesity.11,17.10365,12.63412,0.0,3.86936,14.21967,5.30375,2.75284,7.7536,1.7024099999999998,1.71314,10.33413,2.6219,2.51209,2.86116,0.0,1.91376,0.70345,0.8901899999999999,3.25828,0.49233000000000005,0.05946,0.0,0.0,0.0032700000000000003,0.33288,0.0,0.66722,0.88999,0.0,1.13916
52,Chatelier_gut_obesity.110,33.20239,13.71145,0.0,5.29809,14.81529,3.75625,0.00043,2.13488,5.4377,2.7907599999999997,0.0,0.26195999999999997,4.19005,0.02141,8.03284,2.6823799999999998,1.57734,0.22985999999999998,0.07637999999999999,0.8718299999999999,0.00268,0.0,0.0,0.0,0.16016,0.0,0.0008900000000000001,0.0,0.0,0.09055
53,Chatelier_gut_obesity.111,41.876329999999996,14.98995,0.0,7.6071800000000005,4.17123,8.33977,1.07917,5.03749,1.18692,1.7289299999999999,0.0,1.23092,0.0,0.0,0.0,0.25023,4.9050199999999995,0.5245,0.0,1.6397700000000002,0.0011099999999999999,0.0,0.0,0.0,0.47629,0.0,0.07986,0.6702100000000001,0.0,1.08758
54,Chatelier_gut_obesity.112,17.148629999999997,18.10869,0.0,2.67862,14.889470000000001,7.808089999999999,4.57193,4.7114400000000005,1.1313600000000001,0.71695,0.0,4.57524,3.13544,0.03352,0.0,0.01132,7.252460000000001,0.24475999999999998,0.50198,0.24284,0.31,0.0,5.391830000000001,0.0614,1.23751,0.0,0.017730000000000003,0.24996,0.0,0.37846
55,Chatelier_gut_obesity.113,3.01333,8.9167,54.74568000000001,2.00203,4.76582,0.2693,0.94275,0.54972,0.63594,0.30413,0.0,0.11275999999999999,0.31131,17.26884,0.00088,0.53427,0.09557,0.35627,0.10708,0.27078,0.007090000000000001,0.0,0.34397,0.0,0.29424,0.72609,0.19441,0.1043,0.05554,0.04828
56,Chatelier_gut_obesity.114,4.56209,9.156089999999999,0.0312,7.41593,15.544870000000001,4.02337,4.36705,0.71859,3.69135,2.89755,0.12389000000000001,7.715380000000001,3.6458199999999996,0.008870000000000001,0.0,2.57936,6.67405,0.76667,0.0,0.78169,0.02421,0.0,0.0,0.0,0.03622,0.0,2.47288,7.84882,0.0,2.27758
57,Chatelier_gut_obesity.115,2.97379,5.19475,2.28368,3.7129,7.6073,0.73636,7.04696,0.69418,0.6602899999999999,0.6126699999999999,0.011000000000000001,2.4428799999999997,1.79234,40.183,0.0,4.1917800000000005,0.30874,0.27938,0.0,0.6924899999999999,0.05657,0.0,8.87594,0.00433,0.22066,1.5565,0.93796,0.28896,0.0,0.15471
58,Chatelier_gut_obesity.116,47.62957,2.5921,0.0,6.51256,2.30349,6.95033,0.79182,7.0080100000000005,13.640139999999999,0.4525,0.0905,0.26855,0.30568,0.00339,0.0,0.05944,0.0,0.42735,0.0,0.19979,0.01711,0.0,0.0,0.0019,0.91285,0.0,0.00213,0.25979,0.0,0.82326
59,Chatelier_gut_obesity.117,25.71076,9.9372,0.03202,8.13193,7.761839999999999,8.12942,6.4676,1.92284,2.91684,0.75656,0.10403,1.18503,0.36005,0.026119999999999997,4.46903,0.08216,1.9344400000000002,0.18350999999999998,0.45676000000000005,0.2433,0.05516,12.508230000000001,0.0,0.08317999999999999,0.73356,0.0,0.00413,0.13145,1.52021,0.68045
60,Chatelier_gut_obesity.118,17.73434,9.707419999999999,0.0059299999999999995,8.00636,17.65672,6.84795,0.7279800000000001,15.84975,2.29672,1.17088,0.31905,2.1924799999999998,2.47284,0.012459999999999999,1.60225,0.20484000000000002,1.06655,0.11159000000000001,0.52973,0.83089,0.55266,0.0,0.0,0.55275,1.77467,0.0,1.97196,0.31498000000000004,0.0,0.5239699999999999
61,Chatelier_gut_obesity.119,25.45893,5.40497,0.0,4.92167,3.48539,11.99216,2.1715,18.65119,0.40162,0.80782,0.0,3.48691,0.53937,0.016319999999999998,11.23147,0.52575,1.19945,0.20624,0.0,0.29136999999999996,0.02422,0.0,0.0,0.01063,0.9699,1.02724,0.007209999999999999,0.2797,0.0,1.56998
62,Chatelier_gut_obesity.12,14.8164,7.11885,46.20785,6.362019999999999,5.847569999999999,2.1853599999999997,2.87738,0.08401,1.79915,3.76505,0.0,0.01929,3.0457099999999997,0.08202000000000001,0.0,0.08915,0.0,1.3324,0.2558,1.31025,0.01121,0.0,0.0,0.0119,0.0,0.0,0.01643,0.48671000000000003,0.0,0.5789
63,Chatelier_gut_obesity.120,10.79922,9.44168,17.24113,7.2873,5.59201,2.56197,3.9778599999999997,0.98919,4.73264,1.8573099999999998,0.02792,0.30938000000000004,24.04401,0.009040000000000001,0.0,0.03596,0.03745,0.33397,0.0,0.56358,0.19507,0.0,3.91247,0.33052,0.99393,1.6482400000000001,0.72449,0.26114,0.50805,0.01374
64,Chatelier_gut_obesity.121,1.07139,1.04598,69.62883000000001,3.78956,0.63602,0.07907,1.06293,0.15478,0.50037,0.26078,0.0,1.50684,0.23165,0.30981,7.76168,2.44441,0.02685,0.057929999999999995,0.0,0.52705,0.056679999999999994,0.0,0.0,0.0,0.19066,0.42283000000000004,0.1908,0.25269,0.51177,0.16247999999999999
65,Chatelier_gut_obesity.122,46.23041,10.05509,0.0,6.20641,0.8925299999999999,5.06666,3.77164,4.33216,5.75345,0.5113,0.00271,1.9360400000000002,0.38661,0.00329,0.0,0.02462,1.7398200000000001,0.057,0.9013,0.35898,0.12139000000000001,0.0,1.7108299999999999,0.01067,0.49773999999999996,1.28988,0.20077,0.25578,1.5320200000000002,0.12479000000000001
66,Chatelier_gut_obesity.123,22.256629999999998,15.957510000000001,0.08607999999999999,2.0424700000000002,8.68789,5.8453,5.56723,1.46605,2.3877200000000003,1.8110700000000002,0.70594,1.26355,0.69188,22.98677,0.0,0.26791,1.12122,0.23412,2.5349,0.54648,0.02185,0.0,0.0033799999999999998,0.00161,0.67583,0.0,0.08269,0.32475,0.0,0.62793
67,Chatelier_gut_obesity.124,3.7286699999999997,34.00045,18.135070000000002,4.66967,4.34218,7.18515,1.39324,2.11465,1.9004900000000002,0.82706,1.72065,0.10201,0.42793000000000003,0.019219999999999998,4.47553,0.12927,2.67203,0.29302,0.0,0.52687,0.23099,0.0,0.0,0.08298,2.1869099999999997,2.25257,0.07435,0.11256,0.0,0.35589
68,Chatelier_gut_obesity.125,14.43128,3.07083,0.007890000000000001,2.84921,15.08179,17.05194,5.29448,2.50528,0.5239199999999999,0.42386,0.0415,0.87084,8.299610000000001,0.054000000000000006,0.36215,0.02289,15.9726,1.7836599999999998,1.91923,0.17658,0.10970999999999999,0.0,0.0,0.0053,1.06551,0.0,0.0030600000000000002,0.06,0.0,0.55578
69,Chatelier_gut_obesity.126,6.5044900000000005,22.38273,0.88464,5.13724,31.898190000000003,1.41923,3.3609199999999997,0.35469,2.25795,0.9568,0.13063,0.07992,2.3416900000000003,0.02742,0.0,0.026789999999999998,0.6718,0.66951,1.5605799999999999,1.37963,0.6969,0.0,6.89745,0.31374,0.39231,1.7790099999999998,0.21256999999999998,0.0512,0.0,0.3935
70,Chatelier_gut_obesity.127,14.97754,7.593039999999999,35.818670000000004,4.52997,8.48691,0.77613,4.21771,4.49929,0.97403,0.84436,0.038939999999999995,0.16851,2.7560000000000002,0.050980000000000004,0.0038200000000000005,1.62212,5.07069,0.94819,0.0042899999999999995,0.97265,0.22513000000000002,0.0,0.0,0.057670000000000006,0.87766,1.4098899999999999,0.90065,0.44148000000000004,0.0,0.11413
71,Chatelier_gut_obesity.128,14.346670000000001,17.65321,0.0,4.8167800000000005,11.1033,4.69762,5.49864,3.41535,3.49326,3.5078300000000002,0.60665,1.63989,12.76845,0.051019999999999996,0.0,0.04407,4.069380000000001,0.43492,0.99724,2.21162,0.05703,2.78795,0.0,0.00744,0.9841700000000001,0.0,0.02962,0.62745,0.0,0.36282
72,Chatelier_gut_obesity.129,59.679269999999995,6.11216,0.0,0.99592,1.4659200000000001,3.21758,0.9527700000000001,5.8941300000000005,1.61439,0.53818,0.01067,0.03163,1.9485299999999999,0.0,0.0,0.41535,7.02004,0.96221,6.35838,0.025490000000000002,0.0396,0.0,0.0,0.00202,0.66443,0.0,0.01287,0.14652,0.0,0.18957000000000002
73,Chatelier_gut_obesity.13,27.2546,7.335839999999999,0.0,1.79108,9.39446,18.37927,1.88165,4.40506,1.2984,1.4626299999999999,0.0,0.97696,0.26839,0.056260000000000004,0.03199,1.41188,12.66136,4.53981,0.56613,0.36061,0.0076,0.0,0.0,0.0,1.0488,0.0,0.00898,0.0,0.0,0.60815
74,Chatelier_gut_obesity.130,24.1014,5.177630000000001,5.07911,2.99039,14.129920000000002,6.502330000000001,3.64594,2.21112,1.5417299999999998,1.6563599999999998,0.13993,0.94625,1.36174,0.03146,0.0005099999999999999,1.09721,7.1598,1.17228,9.483830000000001,3.57228,0.01469,0.0,0.0,0.0,1.09565,0.0,0.016819999999999998,1.0571,0.0,0.29236
75,Chatelier_gut_obesity.131,16.76341,12.253260000000001,0.0,5.2152,10.236180000000001,7.3604899999999995,4.9034699999999996,3.25355,4.17857,1.69915,0.0,0.20190999999999998,5.75764,20.37331,0.0,0.03687,0.0,0.79647,1.48948,0.36395,0.015609999999999999,0.0,0.0,0.0028399999999999996,0.2479,0.0,1.33254,0.29470999999999997,0.0,0.25706999999999997
